Run,Step,Episode Length
0,0,6.0
0,1,6.0
0,2,6.0
0,3,6.0
0,4,6.0
0,5,6.0
0,6,6.0
0,7,6.0
0,8,6.0
0,9,6.0
0,10,6.0
0,11,6.0
0,12,6.0
0,13,6.0
0,14,6.0
0,15,6.0
0,16,6.0
0,17,6.0
0,18,6.0
0,19,6.0
0,20,6.0
0,21,5.0
0,22,6.0
0,23,6.0
0,24,6.0
0,25,6.0
0,26,6.0
0,27,6.0
0,28,6.0
0,29,6.0
0,30,6.0
0,31,6.0
0,32,6.0
0,33,6.0
0,34,5.0
0,35,6.0
0,36,6.0
0,37,6.0
0,38,6.0
0,39,6.0
0,40,6.0
0,41,2.0
0,42,5.0
0,43,6.0
0,44,6.0
0,45,6.0
0,46,5.0
0,47,6.0
0,48,6.0
0,49,6.0
0,50,6.0
0,51,4.0
0,52,6.0
0,53,6.0
0,54,6.0
0,55,6.0
0,56,4.0
0,57,3.0
0,58,6.0
0,59,6.0
0,60,6.0
0,61,6.0
0,62,5.0
0,63,6.0
0,64,6.0
0,65,6.0
0,66,6.0
0,67,6.0
0,68,6.0
0,69,6.0
0,70,2.0
0,71,6.0
0,72,6.0
0,73,3.0
0,74,6.0
0,75,2.0
0,76,6.0
0,77,5.0
0,78,6.0
0,79,6.0
0,80,6.0
0,81,6.0
0,82,6.0
0,83,5.0
0,84,6.0
0,85,6.0
0,86,3.0
0,87,4.0
0,88,6.0
0,89,2.0
0,90,2.0
0,91,2.0
0,92,6.0
0,93,5.0
0,94,6.0
0,95,6.0
0,96,6.0
0,97,5.0
0,98,3.0
0,99,6.0
0,100,4.0
0,101,5.0
0,102,6.0
0,103,6.0
0,104,2.0
0,105,6.0
0,106,6.0
0,107,2.0
0,108,6.0
0,109,6.0
0,110,6.0
0,111,3.0
0,112,4.0
0,113,6.0
0,114,6.0
0,115,2.0
0,116,4.0
0,117,6.0
0,118,4.0
0,119,6.0
0,120,3.0
0,121,6.0
0,122,6.0
0,123,6.0
0,124,6.0
0,125,3.0
0,126,2.0
0,127,3.0
0,128,3.0
0,129,6.0
0,130,6.0
0,131,6.0
0,132,6.0
0,133,5.0
0,134,4.0
0,135,6.0
0,136,6.0
0,137,2.0
0,138,2.0
0,139,2.0
0,140,2.0
0,141,6.0
0,142,2.0
0,143,6.0
0,144,6.0
0,145,3.0
0,146,6.0
0,147,2.0
0,148,6.0
0,149,6.0
0,150,3.0
0,151,6.0
0,152,2.0
0,153,5.0
0,154,6.0
0,155,6.0
0,156,2.0
0,157,6.0
0,158,5.0
0,159,6.0
0,160,6.0
0,161,2.0
0,162,6.0
0,163,6.0
0,164,3.0
0,165,6.0
0,166,2.0
0,167,6.0
0,168,6.0
0,169,6.0
0,170,2.0
0,171,3.0
0,172,3.0
0,173,6.0
0,174,6.0
0,175,6.0
0,176,3.0
0,177,6.0
0,178,6.0
0,179,2.0
0,180,4.0
0,181,6.0
0,182,6.0
0,183,6.0
0,184,6.0
0,185,6.0
0,186,6.0
0,187,6.0
0,188,4.0
0,189,3.0
0,190,3.0
0,191,6.0
0,192,5.0
0,193,6.0
0,194,6.0
0,195,6.0
0,196,2.0
0,197,6.0
0,198,2.0
0,199,4.0
0,200,6.0
0,201,2.0
0,202,6.0
0,203,2.0
0,204,3.0
0,205,2.0
0,206,6.0
0,207,4.0
0,208,5.0
0,209,2.0
0,210,4.0
0,211,6.0
0,212,3.0
0,213,6.0
0,214,6.0
0,215,6.0
0,216,6.0
0,217,6.0
0,218,3.0
0,219,6.0
0,220,6.0
0,221,6.0
0,222,3.0
0,223,2.0
0,224,4.0
0,225,6.0
0,226,2.0
0,227,2.0
0,228,6.0
0,229,2.0
0,230,6.0
0,231,6.0
0,232,6.0
0,233,6.0
0,234,6.0
0,235,4.0
0,236,2.0
0,237,5.0
0,238,3.0
0,239,5.0
0,240,2.0
0,241,4.0
0,242,5.0
0,243,3.0
0,244,6.0
0,245,6.0
0,246,6.0
0,247,6.0
0,248,2.0
0,249,6.0
0,250,6.0
0,251,4.0
0,252,6.0
0,253,3.0
0,254,3.0
0,255,6.0
0,256,2.0
0,257,6.0
0,258,6.0
0,259,2.0
0,260,3.0
0,261,4.0
0,262,2.0
0,263,6.0
0,264,6.0
0,265,6.0
0,266,6.0
0,267,6.0
0,268,6.0
0,269,4.0
0,270,6.0
0,271,4.0
0,272,6.0
0,273,2.0
0,274,6.0
0,275,6.0
0,276,2.0
0,277,3.0
0,278,2.0
0,279,6.0
0,280,6.0
0,281,6.0
0,282,6.0
0,283,4.0
0,284,3.0
0,285,4.0
0,286,6.0
0,287,6.0
0,288,2.0
0,289,6.0
0,290,4.0
0,291,3.0
0,292,6.0
0,293,3.0
0,294,6.0
0,295,6.0
0,296,5.0
0,297,2.0
0,298,4.0
0,299,3.0
0,300,4.0
0,301,3.0
0,302,4.0
0,303,5.0
0,304,6.0
0,305,6.0
0,306,6.0
0,307,2.0
0,308,2.0
0,309,2.0
0,310,3.0
0,311,2.0
0,312,3.0
0,313,2.0
0,314,2.0
0,315,3.0
0,316,3.0
0,317,6.0
0,318,6.0
0,319,6.0
0,320,6.0
0,321,6.0
0,322,6.0
0,323,2.0
0,324,6.0
0,325,3.0
0,326,6.0
0,327,6.0
0,328,3.0
0,329,2.0
0,330,6.0
0,331,2.0
0,332,3.0
0,333,4.0
0,334,6.0
0,335,3.0
0,336,5.0
0,337,6.0
0,338,2.0
0,339,6.0
0,340,6.0
0,341,2.0
0,342,5.0
0,343,2.0
0,344,2.0
0,345,6.0
0,346,6.0
0,347,2.0
0,348,6.0
0,349,4.0
0,350,2.0
0,351,3.0
0,352,6.0
0,353,6.0
0,354,3.0
0,355,2.0
0,356,2.0
0,357,5.0
0,358,5.0
0,359,6.0
0,360,2.0
0,361,4.0
0,362,6.0
0,363,6.0
0,364,6.0
0,365,2.0
0,366,2.0
0,367,6.0
0,368,6.0
0,369,3.0
0,370,4.0
0,371,5.0
0,372,6.0
0,373,3.0
0,374,5.0
0,375,2.0
0,376,3.0
0,377,6.0
0,378,2.0
0,379,5.0
0,380,4.0
0,381,2.0
0,382,6.0
0,383,6.0
0,384,3.0
0,385,6.0
0,386,6.0
0,387,6.0
0,388,4.0
0,389,6.0
0,390,6.0
0,391,6.0
0,392,6.0
0,393,5.0
0,394,6.0
0,395,3.0
0,396,6.0
0,397,4.0
0,398,3.0
0,399,6.0
0,400,3.0
0,401,2.0
0,402,2.0
0,403,4.0
0,404,2.0
0,405,6.0
0,406,4.0
0,407,6.0
0,408,6.0
0,409,6.0
0,410,4.0
0,411,3.0
0,412,2.0
0,413,3.0
0,414,6.0
0,415,6.0
0,416,6.0
0,417,6.0
0,418,2.0
0,419,6.0
0,420,5.0
0,421,2.0
0,422,3.0
0,423,2.0
0,424,3.0
0,425,2.0
0,426,2.0
0,427,6.0
0,428,5.0
0,429,4.0
0,430,6.0
0,431,6.0
0,432,6.0
0,433,6.0
0,434,3.0
0,435,6.0
0,436,6.0
0,437,6.0
0,438,3.0
0,439,2.0
0,440,6.0
0,441,3.0
0,442,2.0
0,443,2.0
0,444,2.0
0,445,5.0
0,446,6.0
0,447,4.0
0,448,2.0
0,449,3.0
0,450,4.0
0,451,6.0
0,452,2.0
0,453,6.0
0,454,6.0
0,455,6.0
0,456,4.0
0,457,2.0
0,458,6.0
0,459,6.0
0,460,3.0
0,461,4.0
0,462,6.0
0,463,6.0
0,464,2.0
0,465,3.0
0,466,3.0
0,467,2.0
0,468,4.0
0,469,2.0
0,470,3.0
0,471,5.0
0,472,6.0
0,473,6.0
0,474,6.0
0,475,2.0
0,476,2.0
0,477,6.0
0,478,3.0
0,479,6.0
0,480,2.0
0,481,3.0
0,482,6.0
0,483,6.0
0,484,6.0
0,485,6.0
0,486,6.0
0,487,2.0
0,488,2.0
0,489,6.0
0,490,2.0
0,491,6.0
0,492,2.0
0,493,6.0
0,494,2.0
0,495,3.0
0,496,3.0
0,497,2.0
0,498,3.0
0,499,2.0
0,500,6.0
0,501,6.0
0,502,6.0
0,503,6.0
0,504,3.0
0,505,6.0
0,506,2.0
0,507,4.0
0,508,3.0
0,509,2.0
0,510,2.0
0,511,6.0
0,512,3.0
0,513,6.0
0,514,2.0
0,515,6.0
0,516,6.0
0,517,3.0
0,518,3.0
0,519,4.0
0,520,4.0
0,521,6.0
0,522,3.0
0,523,2.0
0,524,2.0
0,525,2.0
0,526,6.0
0,527,3.0
0,528,4.0
0,529,5.0
0,530,6.0
0,531,2.0
0,532,6.0
0,533,6.0
0,534,4.0
0,535,6.0
0,536,3.0
0,537,6.0
0,538,3.0
0,539,6.0
0,540,6.0
0,541,6.0
0,542,6.0
0,543,4.0
0,544,4.0
0,545,6.0
0,546,5.0
0,547,6.0
0,548,6.0
0,549,6.0
0,550,2.0
0,551,6.0
0,552,6.0
0,553,2.0
0,554,5.0
0,555,2.0
0,556,6.0
0,557,6.0
0,558,6.0
0,559,6.0
0,560,2.0
0,561,4.0
0,562,2.0
0,563,2.0
0,564,6.0
0,565,2.0
0,566,2.0
0,567,2.0
0,568,2.0
0,569,6.0
0,570,6.0
0,571,2.0
0,572,6.0
0,573,6.0
0,574,4.0
0,575,2.0
0,576,2.0
0,577,4.0
0,578,2.0
0,579,3.0
0,580,2.0
0,581,6.0
0,582,3.0
0,583,4.0
0,584,6.0
0,585,4.0
0,586,6.0
0,587,5.0
0,588,2.0
0,589,4.0
0,590,6.0
0,591,2.0
0,592,6.0
0,593,2.0
0,594,2.0
0,595,3.0
0,596,2.0
0,597,2.0
0,598,6.0
0,599,2.0
0,600,3.0
0,601,4.0
0,602,6.0
0,603,6.0
0,604,6.0
0,605,6.0
0,606,3.0
0,607,6.0
0,608,6.0
0,609,2.0
0,610,6.0
0,611,2.0
0,612,6.0
0,613,3.0
0,614,6.0
0,615,3.0
0,616,6.0
0,617,6.0
0,618,6.0
0,619,6.0
0,620,3.0
0,621,2.0
0,622,2.0
0,623,2.0
0,624,2.0
0,625,2.0
0,626,2.0
0,627,6.0
0,628,2.0
0,629,3.0
0,630,6.0
0,631,6.0
0,632,2.0
0,633,4.0
0,634,2.0
0,635,6.0
0,636,3.0
0,637,4.0
0,638,4.0
0,639,6.0
0,640,6.0
0,641,6.0
0,642,6.0
0,643,6.0
0,644,4.0
0,645,6.0
0,646,2.0
0,647,6.0
0,648,6.0
0,649,6.0
0,650,2.0
0,651,2.0
0,652,6.0
0,653,3.0
0,654,6.0
0,655,3.0
0,656,6.0
0,657,2.0
0,658,5.0
0,659,2.0
0,660,6.0
0,661,6.0
0,662,6.0
0,663,6.0
0,664,2.0
0,665,6.0
0,666,3.0
0,667,6.0
0,668,6.0
0,669,2.0
0,670,6.0
0,671,2.0
0,672,4.0
0,673,4.0
0,674,3.0
0,675,6.0
0,676,2.0
0,677,6.0
0,678,6.0
0,679,2.0
0,680,2.0
0,681,5.0
0,682,6.0
0,683,6.0
0,684,6.0
0,685,3.0
0,686,6.0
0,687,2.0
0,688,2.0
0,689,3.0
0,690,2.0
0,691,4.0
0,692,2.0
0,693,6.0
0,694,6.0
0,695,6.0
0,696,6.0
0,697,6.0
0,698,6.0
0,699,4.0
0,700,6.0
0,701,2.0
0,702,2.0
0,703,3.0
0,704,2.0
0,705,4.0
0,706,2.0
0,707,6.0
0,708,2.0
0,709,6.0
0,710,6.0
0,711,6.0
0,712,6.0
0,713,6.0
0,714,6.0
0,715,2.0
0,716,6.0
0,717,3.0
0,718,6.0
0,719,6.0
0,720,4.0
0,721,6.0
0,722,6.0
0,723,3.0
0,724,6.0
0,725,6.0
0,726,6.0
0,727,2.0
0,728,4.0
0,729,3.0
0,730,6.0
0,731,2.0
0,732,2.0
0,733,2.0
0,734,2.0
0,735,3.0
0,736,5.0
0,737,4.0
0,738,4.0
0,739,5.0
0,740,6.0
0,741,6.0
0,742,3.0
0,743,6.0
0,744,6.0
0,745,5.0
0,746,6.0
0,747,3.0
0,748,6.0
0,749,3.0
0,750,4.0
0,751,6.0
0,752,2.0
0,753,6.0
0,754,6.0
0,755,2.0
0,756,2.0
0,757,6.0
0,758,4.0
0,759,6.0
0,760,6.0
0,761,3.0
0,762,2.0
0,763,2.0
0,764,6.0
0,765,3.0
0,766,2.0
0,767,2.0
0,768,6.0
0,769,6.0
0,770,6.0
0,771,6.0
0,772,3.0
0,773,6.0
0,774,3.0
0,775,3.0
0,776,6.0
0,777,6.0
0,778,6.0
0,779,6.0
0,780,6.0
0,781,2.0
0,782,6.0
0,783,6.0
0,784,2.0
0,785,3.0
0,786,2.0
0,787,6.0
0,788,2.0
0,789,6.0
0,790,6.0
0,791,6.0
0,792,3.0
0,793,3.0
0,794,3.0
0,795,6.0
0,796,6.0
0,797,6.0
0,798,2.0
0,799,6.0
0,800,2.0
0,801,6.0
0,802,6.0
0,803,6.0
0,804,2.0
0,805,2.0
0,806,6.0
0,807,5.0
0,808,2.0
0,809,2.0
0,810,2.0
0,811,6.0
0,812,6.0
0,813,6.0
0,814,6.0
0,815,5.0
0,816,5.0
0,817,6.0
0,818,2.0
0,819,6.0
0,820,3.0
0,821,3.0
0,822,6.0
0,823,3.0
0,824,2.0
0,825,6.0
0,826,6.0
0,827,4.0
0,828,6.0
0,829,3.0
0,830,2.0
0,831,6.0
0,832,2.0
0,833,2.0
0,834,6.0
0,835,3.0
0,836,4.0
0,837,2.0
0,838,6.0
0,839,2.0
0,840,4.0
0,841,2.0
0,842,3.0
0,843,6.0
0,844,2.0
0,845,6.0
0,846,2.0
0,847,6.0
0,848,4.0
0,849,3.0
0,850,3.0
0,851,3.0
0,852,2.0
0,853,2.0
0,854,2.0
0,855,2.0
0,856,6.0
0,857,6.0
0,858,2.0
0,859,6.0
0,860,6.0
0,861,6.0
0,862,3.0
0,863,6.0
0,864,4.0
0,865,4.0
0,866,3.0
0,867,3.0
0,868,4.0
0,869,2.0
0,870,2.0
0,871,6.0
0,872,6.0
0,873,2.0
0,874,2.0
0,875,2.0
0,876,4.0
0,877,6.0
0,878,2.0
0,879,6.0
0,880,2.0
0,881,4.0
0,882,6.0
0,883,6.0
0,884,2.0
0,885,6.0
0,886,6.0
0,887,6.0
0,888,6.0
0,889,5.0
0,890,2.0
0,891,6.0
0,892,6.0
0,893,6.0
0,894,6.0
0,895,5.0
0,896,6.0
0,897,3.0
0,898,6.0
0,899,6.0
0,900,4.0
0,901,6.0
0,902,6.0
0,903,3.0
0,904,6.0
0,905,2.0
0,906,2.0
0,907,4.0
0,908,6.0
0,909,2.0
0,910,2.0
0,911,6.0
0,912,6.0
0,913,3.0
0,914,6.0
0,915,2.0
0,916,5.0
0,917,4.0
0,918,6.0
0,919,5.0
0,920,6.0
0,921,2.0
0,922,2.0
0,923,6.0
0,924,6.0
0,925,6.0
0,926,6.0
0,927,5.0
0,928,3.0
0,929,6.0
0,930,2.0
0,931,2.0
0,932,6.0
0,933,6.0
0,934,2.0
0,935,2.0
0,936,2.0
0,937,6.0
0,938,6.0
0,939,6.0
0,940,6.0
0,941,2.0
0,942,6.0
0,943,3.0
0,944,6.0
0,945,4.0
0,946,6.0
0,947,4.0
0,948,2.0
0,949,2.0
0,950,2.0
0,951,6.0
0,952,6.0
0,953,6.0
0,954,2.0
0,955,6.0
0,956,6.0
0,957,6.0
0,958,2.0
0,959,2.0
0,960,3.0
0,961,6.0
0,962,6.0
0,963,6.0
0,964,2.0
0,965,6.0
0,966,2.0
0,967,6.0
0,968,6.0
0,969,2.0
0,970,2.0
0,971,6.0
0,972,6.0
0,973,3.0
0,974,6.0
0,975,6.0
0,976,6.0
0,977,6.0
0,978,6.0
0,979,3.0
0,980,2.0
0,981,5.0
0,982,2.0
0,983,6.0
0,984,6.0
0,985,6.0
0,986,6.0
0,987,5.0
0,988,6.0
0,989,6.0
0,990,3.0
0,991,4.0
0,992,2.0
0,993,6.0
0,994,6.0
0,995,5.0
0,996,6.0
0,997,3.0
0,998,6.0
0,999,4.0
